,CODE,DATE_COLLECTE,DATE_HEURE_DEBUT,DATE_HEURE_FIN,MISSION,IMMAT,LIBELLE_CIRCUIT,TEMPS_D_ACTIVITE,TEMPS_D_ARRET,TEMPS_DE_MOTEUR_OFF,TEMPS_DE_PAUSE,TEMPS_DE_MARCHE_ARRIERE,TEMPS_DE_SERVICE,KM_D_ACTIVITE,KM_DE_HLP,KM_DE_MARCHE_ARRIERE,KM_DE_SERVICE,SOURCE,CODE_CIRCUIT,SECTEUR_CIRCUIT,TOURNEE_CIRCUIT,JOURS_CIRCUIT,FLUX_CIRCUIT
119,AUTO29078,2023-06-12,2023-06-12,2023-06-12,Collecte PAV,8qtjzvpvsd,test pav,260.0,9685.0,395.0,,260.0,19243,0.22,43.32,0.22,43.54,GAM,,test pav,,,
120,AUTO29081,2023-06-12,2023-06-12,2023-06-12,Collecte PAV,cewxgzybhe,test pav,114.0,9472.0,1677.0,,114.0,18320,0.06,60.35,0.06,60.41,GAM,,test pav,,,
121,AUTO29084,2023-06-12,2023-06-12,,Collecte PAV,37ix70x3dv,,173.0,6390.0,180.0,,173.0,0,0.08,100.71,0.08,100.79,GAM,,,,,
122,AUTO29082,2023-06-12,2023-06-12,,Collecte,g4tx3nrqg0,NO_T14_GRE EAUX C_LUN JEU_CS_151007,0.0,443.0,3676.0,,,0,0.0,22.86,,22.86,GAM,151007.0,NO,T14,LUN JEU,CS
123,AUTO29083,2023-06-12,2023-06-12,,Collecte PAV,Mbtg7C288o,TEST PAV_1771_LA LUIRE_MER_CS_170005,63.0,3594.0,461.0,,63.0,0,0.08,32.28,0.08,32.36,GAM,170005.0,TEST PAV,1771,MER,CS
124,AUTO29085,2023-06-12,2023-06-12,,Collecte,ikv5vt40ba,SUD_T12_PONT CL OUEST_VEN_OMR_120048,132.0,1155.0,,,132.0,0,0.07,90.73,0.07,90.8,GAM,120048.0,SUD,T12,VEN,OMR
125,AUTO29086,2023-06-12,2023-06-12,,Collecte,lwijga02re,GS_T07_VIF 2_LUN_OMR_129016,159.0,111.0,1199.0,,159.0,0,0.16,85.32,0.16,85.48,GAM,129016.0,GS,T07,LUN,OMR
126,AUTO29087,2023-06-12,2023-06-12,,Collecte,j1h4gptjli,GS_T06_VIF 1_LUN_OMR_129016,7690.0,195.0,,,22.0,0,19.61,84.36,0.01,103.97,GAM,129016.0,GS,T06,LUN,OMR
127,AUTO29088,2023-06-12,2023-06-12,2023-06-12,Collecte,HHrKcPoPW1,SUD_T06_CLAIX HT_LUN_OMR_120051,10169.0,253.0,,,149.0,16443,17.81,43.67,0.08,61.48,GAM,120051.0,SUD,T06,LUN,OMR
128,AUTO29089,2023-06-12,2023-06-12,,Collecte,uqvjh3gzxu,SUD_T10_IDENTIF_LUN_CS_120063,9289.0,60.0,,,68.0,0,12.12,26.57,0.03,38.69,GAM,120063.0,SUD,T10,LUN,CS
129,AUTO29090,2023-06-12,2023-06-12,2023-06-12,Collecte,y2qwjva4su,GS_T08_VIZILLE_LUN_OMR_160005,9436.0,40.0,507.0,,79.0,16265,16.09,77.48,0.02,93.57,GAM,160005.0,GS,T08,LUN,OMR
130,AUTO29091,2023-06-12,2023-06-12,2023-06-12,Collecte,u16rgi3exd,SUD_T05_GRE CP ECH COL_LUN_CS_120013,4914.0,209.0,,,53.0,15012,3.59,41.09,0.02,44.68,GAM,120013.0,SUD,T05,LUN,CS
131,AUTO29092,2023-06-12,2023-06-12,,Collecte,7nHTChwECF,SUD_T04_ECH COLL RD_LUN_CS_120006,10785.0,14.0,,,61.0,0,14.76,30.29,0.02,45.05,GAM,120006.0,SUD,T04,LUN,CS
132,AUTO29094,2023-06-12,2023-06-12,,Collecte,7joy6o7022,SUD_T01_ECH COLL_LUN_CS_120005,0.0,,,,,0,0.0,0.01,,0.01,GAM,120005.0,SUD,T01,LUN,CS
133,AUTO29093,2023-06-12,2023-06-12,2023-06-12,Collecte,1t8IcmYe1z,SUD_T09_IDENTIF_LUN_CS_120061,13170.0,26.0,1718.0,,21.0,19185,12.14,21.55,0.0,33.69,GAM,120061.0,SUD,T09,LUN,CS
134,AUTO29101,2023-06-12,2023-06-12,,Collecte,tlgnhaw79b,,9582.0,688.0,,,99.0,0,15.76,32.95,0.04,48.71,GAM,,,,,
135,AUTO29095,2023-06-12,2023-06-12,,Collecte,dcw2igdtrd,SUD_T12R_PONT CLAIX OUEST_LUN_OMR_120048,353.0,1898.0,3791.0,,353.0,0,0.18,83.64,0.18,83.82,GAM,120048.0,SUD,T12R,LUN,OMR
136,AUTO29102,2023-06-12,2023-06-12,,Collecte,72hgb55djb,,0.0,3394.0,,,,0,0.0,67.91,,67.91,GAM,,,,,
137,AUTO29096,2023-06-12,2023-06-12,2023-06-12,Collecte,oxe1pddfqt,SUD_T11_IDENTIF_LUN_CS_120065,0.0,,,,,176,0.0,0.68,,0.68,GAM,120065.0,SUD,T11,LUN,CS
138,AUTO29097,2023-06-12,2023-06-12,2023-06-12,Collecte,oxe1pddfqt,SUD_T11_IDENTIF_LUN_CS_120065,8876.0,234.0,,,106.0,14441,8.69,33.78,0.07,42.47,GAM,120065.0,SUD,T11,LUN,CS
139,AUTO29098,2023-06-12,2023-06-12,,Collecte,a0lou2mbga,SUD_T08_IDENTIF_LUN_CS_120059,697.0,2621.0,435.0,,697.0,0,0.11,33.22,0.11,33.33,GAM,120059.0,SUD,T08,LUN,CS
140,AUTO29103,2023-06-12,2023-06-12,,Collecte,ii2vc21row,,31.0,401.0,,,31.0,0,0.01,22.17,0.01,22.18,GAM,,,,,
141,AUTO29100,2023-06-12,2023-06-12,,Collecte,nczhm372sk,SUD_T01_ECH COLL_LUN_CS_120005,0.0,233.0,550.0,,,0,0.0,24.28,,24.28,GAM,120005.0,SUD,T01,LUN,CS
142,AUTO29104,2023-06-12,2023-06-12,,Collecte,ro9qinohi0,SUD_T01_ECH COLL_LUN_CS_120005,945.0,817.0,,,47.0,0,0.79,34.89,0.02,35.68,GAM,120005.0,SUD,T01,LUN,CS
143,AUTO29105,2023-06-12,2023-06-12,,Transport,aef992hscu,,491.0,4539.0,2392.0,,491.0,0,0.39,75.59,0.39,75.98,GAM,,,,,
144,AUTO29106,2023-06-12,2023-06-12,,Collecte,cpixtr8npf,,0.0,2837.0,5581.0,,,0,0.0,44.53,,44.53,GAM,,,,,
145,AUTO29107,2023-06-13,2023-06-13,2023-06-13,Collecte,912yxz768z,TEST GS_T01_GUA VARC VIF_MAR_OMR_160010,6848.0,60.0,1294.0,,116.0,21861,9.49,104.02,0.05,113.51,GAM,160010.0,TEST GS,T01,MAR,OMR
146,AUTO29108,2023-06-13,2023-06-13,2023-06-13,Collecte,nlz4jniqc3,GS_T03_VLH_MAR_OMR,13897.0,824.0,203.0,,284.0,23842,23.78,38.49,0.27,62.27,GAM,,GS,T03,MAR,OMR
147,AUTO29109,2023-06-13,2023-06-13,2023-06-13,Collecte,chy6rxpckl,GS_T05_VLB VLH_MAR_OMR,0.0,229.0,,,,19838,0.0,50.33,,50.33,GAM,,GS,T05,MAR,OMR
148,AUTO29110,2023-06-13,2023-06-13,2023-06-13,Collecte,770oxit9ng,GS_T04_STGC VLH GAUCHE URIAGE_MAR_OMR,0.0,1318.0,,,,22266,0.0,60.87,,60.87,GAM,,GS,T04,MAR,OMR
149,AUTO29111,2023-06-13,2023-06-13,,Collecte,uzqctwc7pp,NE_T19_GRE CONDORCET G RAMBAUD_MAR VEN_CS_110022,27.0,515.0,5610.0,,27.0,0,0.01,23.11,0.01,23.12,GAM,110022.0,NE,T19,MAR VEN,CS
150,AUTO29112,2023-06-13,2023-06-13,2023-06-13,Collecte,htl2qtq856,GS_T02_VARCES EST_MAR_OMR_128013,10474.0,185.0,1879.0,,34.0,20852,17.27,65.13,0.01,82.4,GAM,128013.0,GS,T02,MAR,OMR
151,AUTO29113,2023-06-13,2023-06-13,2023-06-13,Collecte,ukgs1JXztl,NO_T02_FONTAINE_MAR_OMR_131003,11541.0,60.0,,,26.0,16744,15.98,21.31,0.0,37.29,GAM,131003.0,NO,T02,MAR,OMR
152,AUTO29136,2023-06-13,2023-06-13,,Collecte,y7gjux7fmc,,8348.0,43.0,3823.0,,154.0,0,8.14,26.59,0.08,34.73,GAM,,,,,
153,AUTO29114,2023-06-13,2023-06-13,,Collecte,j364urbaz5,NE_T01_TRONC MEY S2_MAR VEN_CS_110004,12861.0,246.0,610.0,,62.0,0,17.09,14.06,0.04,31.15,GAM,110004.0,NE,T01,MAR VEN,CS
154,AUTO33398,2023-09-04,2023-09-04,,Collecte,uzqctwc7pp,NE_T19_GRE CONDORCET G RAMBAUD_LUN JEU_OMR_110022,67.0,60.0,3058.0,,67.0,0,0.02,44.09,0.02,44.11,GAM,110022.0,NE,T19,LUN JEU,OMR
155,AUTO33399,2023-09-04,2023-09-04,2023-09-04,Collecte,87haddx1cc,GS_T03_JARRIE SECTEUR 1 COLL_LUN_OMR,463.0,482.0,,,463.0,20402,0.5,55.78,0.5,56.28,GAM,,GS,T03,LUN,OMR
156,AUTO33425,2023-09-04,2023-09-04,2023-09-04,Collecte,0jbxz085fw,,0.0,60.0,,,,2084,0.0,6.4,,6.4,GAM,,,,,
157,AUTO33400,2023-09-04,2023-09-04,,Collecte,bba8ef2dvl,NO_T03_SASSENAGE FONT_LUN_CS_130011,11088.0,156.0,1449.0,,140.0,0,15.28,34.9,0.15,50.18,GAM,130011.0,NO,T03,LUN,CS
158,AUTO33401,2023-09-04,2023-09-04,,Collecte,h7qn96fkxd,NE_T07_SMH COLLECTIF_LUN_OMR_101013,9572.0,60.0,3450.0,,170.0,0,12.55,35.87,0.17,48.42,GAM,101013.0,NE,T07,LUN,OMR
159,AUTO33402,2023-09-04,2023-09-04,,Collecte,o4d9t8p252,NE_T09_SMH COLLECTIF_LUN_OMR_101015,8488.0,1382.0,1518.0,,107.0,0,9.5,40.84,0.12,50.34,GAM,101015.0,NE,T09,LUN,OMR
160,AUTO33403,2023-09-04,2023-09-04,2023-09-04,Collecte,912yxz768z,GS_T01_MTCHB STBS CHPG_LUN_OMR,9875.0,60.0,917.0,,94.0,18998,15.97,59.69,0.03,75.66,GAM,,GS,T01,LUN,OMR
161,AUTO33404,2023-09-04,2023-09-04,2023-09-04,Collecte,3xwgytolne,NO_T16_20EME POLLUEES_LUN_CS P_152000,106.0,1132.0,,,106.0,20658,0.09,86.87,0.09,86.96,GAM,152000.0,NO,T16,LUN,CS P
162,AUTO33405,2023-09-04,2023-09-04,,Collecte,ighzc1n730,NO_T04_SASSENAGE_LUN_CS_133004,2830.0,684.0,,,,0,2.71,66.59,,69.3,GAM,133004.0,NO,T04,LUN,CS
163,AUTO33427,2023-09-04,2023-09-04,,Collecte,y7gjux7fmc,,10297.0,1106.0,2367.0,,92.0,0,9.64,42.61,0.03,52.25,GAM,,,,,
164,AUTO33406,2023-09-04,2023-09-04,,Collecte,AhnI9sMNTj,NO_T01_FONTAINE_LUN_CS_131001,13412.0,667.0,1481.0,,143.0,0,14.91,36.1,0.14,51.01,GAM,131001.0,NO,T01,LUN,CS
165,AUTO33407,2023-09-04,2023-09-04,,Collecte,duh6ayfpwb,NO_T09_GRE MARTYRS_LUN JEU_CS_151005,5880.0,1301.0,1214.0,,,0,4.84,48.36,,53.2,GAM,151005.0,NO,T09,LUN JEU,CS
166,AUTO33408,2023-09-04,2023-09-04,2023-09-04,Collecte,ukgs1JXztl,NO_T02_FONTAINE_LUN_CS_131003,10822.0,749.0,,,60.0,12688,15.53,6.26,0.0,21.79,GAM,131003.0,NO,T02,LUN,CS
167,AUTO33409,2023-09-04,2023-09-04,2023-09-04,Collecte,chy6rxpckl,GS_T04_NDM CHPDRAC_LUN_OMR,0.0,251.0,1424.0,,,19533,0.0,72.94,,72.94,GAM,,GS,T04,LUN,OMR
168,AUTO33410,2023-09-04,2023-09-04,,Collecte,ux94b14wke,NO_T06_ST EGREVE N_LUN JEU_CS_142006,12554.0,244.0,431.0,,48.0,0,24.92,33.99,0.06,58.91,GAM,142006.0,NO,T06,LUN JEU,CS
169,AUTO33411,2023-09-04,2023-09-04,,Collecte,pgf8clwyux,NO_T05_SEYSSINET VERC_JEU_OMR_134009,33.0,953.0,1366.0,,33.0,0,0.0,63.05,0.0,63.05,GAM,134009.0,NO,T05,JEU,OMR
170,AUTO33431,2023-09-04,2023-09-04,,Collecte,1hx5205tl5,,0.0,2233.0,2468.0,,,0,0.0,32.51,,32.51,GAM,,,,,
171,AUTO33412,2023-09-04,2023-09-04,,Collecte,g4tx3nrqg0,NO_T14_GRE EAUX C_LUN JEU_CS_151007,0.0,896.0,525.0,,,0,0.0,48.5,,48.5,GAM,151007.0,NO,T14,LUN JEU,CS
172,AUTO33413,2023-09-04,2023-09-04,,Collecte,claael2j88,NO_T13_GRE CHORIER_LUN JEU_CS_151004,58.0,934.0,2140.0,,58.0,0,0.02,52.33,0.02,52.35,GAM,151004.0,NO,T13,LUN JEU,CS
173,AUTO33414,2023-09-04,2023-09-04,,Collecte,egru8o9gip,NE_T04_MURIA SMH MUR_LUN_OMR_116011,8945.0,34.0,841.0,,104.0,0,16.49,35.38,0.04,51.87,GAM,116011.0,NE,T04,LUN,OMR
174,AUTO33415,2023-09-04,2023-09-04,,Collecte,ih6g9vhdlz,NO_T07_ST EGREVE SUD_LUN_CS_142007,106.0,1233.0,,,106.0,0,0.08,61.97,0.08,62.05,GAM,142007.0,NO,T07,LUN,CS
175,AUTO33432,2023-09-04,2023-09-04,,Collecte,7lqyjw34p3,,13956.0,511.0,556.0,,228.0,0,22.75,42.53,0.12,65.28,GAM,,,,,
176,AUTO33416,2023-09-04,2023-09-04,,Collecte,bat8lwethv,NE_T12_GRE REY ABBAYE_LUN JEU_OMR_110007,0.0,3087.0,653.0,,,0,0.0,27.99,,27.99,GAM,110007.0,NE,T12,LUN JEU,OMR
177,AUTO33417,2023-09-04,2023-09-04,,Collecte,htl2qtq856,GS_T02_CASERNE VARCES_LUN_OMR_160009,8836.0,390.0,2298.0,,54.0,0,16.14,71.87,0.01,88.01,GAM,160009.0,GS,T02,LUN,OMR
178,AUTO33433,2023-09-04,2023-09-04,,Collecte,eiffgae8rm,,9462.0,60.0,3053.0,,344.0,0,12.16,14.08,0.24,26.24,GAM,,,,,
179,AUTO33418,2023-09-04,2023-09-04,,Collecte,48siz8x96i,NE_T10_GRE HUGO TEISSEIRE_LUN JEU_OMR_110008,5705.0,906.0,3870.0,,98.0,0,6.39,35.29,0.09,41.68,GAM,110008.0,NE,T10,LUN JEU,OMR
180,AUTO33419,2023-09-04,2023-09-04,,Collecte,uwr44zs7w5,NE_T08_SMH COLLECTIF_LUN_OMR_101014,80.0,1486.0,2138.0,,80.0,0,0.07,29.42,0.07,29.49,GAM,101014.0,NE,T08,LUN,OMR
181,AUTO33420,2023-09-04,2023-09-04,2023-09-04,Collecte,vhxnkra4on,NE_T16_GRE BROC VILLEBOIS POT_LUN JEU_OMR_110025,7361.0,2643.0,,,,18158,7.48,29.34,,36.82,GAM,110025.0,NE,T16,LUN JEU,OMR
182,AUTO33421,2023-09-04,2023-09-04,,Collecte,vnudajkzk5,NE_T05_SMH COLLECTIF_LUN_OMR_101023,122.0,2290.0,2567.0,,122.0,0,0.06,36.83,0.06,36.89,GAM,101023.0,NE,T05,LUN,OMR
183,AUTO33422,2023-09-04,2023-09-04,,Collecte,xbq43ggoqh,NE_T11_GRE QUAI ILE VERTE_LUN JEU_OMR_110002,5234.0,217.0,2033.0,,143.0,0,6.55,38.17,0.02,44.72,GAM,110002.0,NE,T11,LUN JEU,OMR
184,AUTO33423,2023-09-04,2023-09-04,2023-09-04,Collecte,sx65jiyczg,NE_T02_TRONC MEYav t_LUN_OMR_114002,216.0,487.0,490.0,,216.0,18166,0.06,46.53,0.06,46.59,GAM,114002.0,NE,T02,LUN,OMR
185,AUTO33435,2023-09-04,2023-09-04,,Collecte,FnZSedjmt4,,7483.0,22.0,5655.0,,98.0,0,8.7,32.28,0.08,40.98,GAM,,,,,
186,AUTO33434,2023-09-04,2023-09-04,,Collecte,qvjjsw3qoz,,142.0,602.0,5248.0,,142.0,0,0.09,43.32,0.09,43.41,GAM,,,,,
187,AUTO33424,2023-09-04,2023-09-04,2023-09-04,Collecte,g8k9apcqfs,NE_T14_GRE VERDUN JOUHAUX_LUN_OMR_110009,0.0,317.0,,,,9486,0.0,19.59,,19.59,GAM,110009.0,NE,T14,LUN,OMR
188,AUTO33426,2023-09-04,2023-09-04,,Collecte,9zz5ph3zpi,NE_T13_GRE ST URS HOCHE J ARC_ LUN JEU_OMR_110015,259.0,635.0,3688.0,,259.0,0,0.11,26.88,0.11,26.99,GAM,110015.0,NE,T13, LUN JEU,OMR
189,AUTO33438,2023-09-04,2023-09-04,,Collecte,7gzsssozgf,,12.0,3427.0,7352.0,,12.0,0,0.0,24.47,0.0,24.47,GAM,,,,,
190,AUTO29151,2023-06-13,2023-06-13,,Collecte,g4tx3nrqg0,NO_T14_GRE EAUX C_MAR VEN_OMR_151007,0.0,673.0,3199.0,,,0,0.0,38.19,,38.19,GAM,151007.0,NO,T14,MAR VEN,OMR
191,AUTO29155,2023-06-13,2023-06-13,,Transport,61FRWBjauh,,905.0,4202.0,,,905.0,0,0.28,142.37,0.28,142.65,GAM,,,,,
192,AUTO29153,2023-06-13,2023-06-13,2023-06-13,Collecte PAV,8qtjzvpvsd,test pav,368.0,6890.0,381.0,,368.0,18017,0.38,62.67,0.38,63.05,GAM,,test pav,,,
193,AUTO29158,2023-06-13,2023-06-13,,Collecte,g5z2rcnY7K,,58.0,6.0,3421.0,,58.0,0,0.04,24.13,0.04,24.17,GAM,,,,,
194,AUTO29156,2023-06-13,2023-06-13,2023-06-13,Collecte PAV,cewxgzybhe,test pav,352.0,7870.0,331.0,,352.0,19579,0.27,90.97,0.27,91.24,GAM,,test pav,,,
195,AUTO29159,2023-06-13,2023-06-13,2023-06-13,Collecte PAV,37ix70x3dv,,74.0,5914.0,,,74.0,17730,0.04,82.99,0.04,83.03,GAM,,,,,
196,AUTO29157,2023-06-13,2023-06-13,2023-06-13,Collecte PAV,ho0t7l1jay,TEST PAV_1771_LA LUIRE_MER_CS_170005,41.0,1552.0,,,41.0,7437,0.01,14.39,0.01,14.4,GAM,170005.0,TEST PAV,1771,MER,CS
197,AUTO29161,2023-06-13,2023-06-13,,Collecte,oF7I4xGfPC,,0.0,,60.0,,,0,0.0,19.81,,19.81,GAM,,,,,
198,AUTO29162,2023-06-13,2023-06-13,2023-06-13,Collecte,ikv5vt40ba,SUD_T12_PONT CL EST_MAR_CS_120046,0.0,,,,,3462,0.0,0.24,,0.24,GAM,120046.0,SUD,T12,MAR,CS
199,AUTO29163,2023-06-13,2023-06-13,2023-06-13,Collecte,HHrKcPoPW1,SUD_T06_CLAIX HT DM BG_MAR_CS_120052,0.0,,,,,536,0.0,0.02,,0.02,GAM,120052.0,SUD,T06,MAR,CS
200,AUTO29164,2023-06-13,2023-06-13,,Collecte,oxe1pddfqt,SUD_T11_IDENTIF_MAR_OMR_120065,6325.0,1614.0,,,138.0,0,7.28,45.22,0.08,52.5,GAM,120065.0,SUD,T11,MAR,OMR
201,AUTO29165,2023-06-13,2023-06-13,2023-06-13,Collecte,j1h4gptjli,GS_T06_ LE GUA MIRIBEL_MAR_OMR_124006,4238.0,207.0,337.0,,60.0,14705,13.92,102.45,0.02,116.37,GAM,124006.0,GS,T06,MAR,OMR
202,AUTO29191,2023-06-13,2023-06-13,,Collecte,HHrKcPoPW1,,623.0,3201.0,15647.0,,44.0,0,0.01,1.9,0.0,1.91,GAM,,,,,
203,AUTO29175,2023-06-13,2023-06-13,2023-06-13,Transport,5eitxzjt9l,,0.0,451.0,577.0,,,2252,0.0,15.23,,15.23,GAM,,,,,
204,AUTO29166,2023-06-13,2023-06-13,2023-06-13,Collecte,lwijga02re,GS_T07_ST PAUL DE VARC_MAR_OMR_160002,448.0,1879.0,1217.0,,448.0,19121,0.18,92.2,0.18,92.38,GAM,160002.0,GS,T07,MAR,OMR
205,AUTO29167,2023-06-13,2023-06-13,2023-06-13,Collecte,y2qwjva4su,GS_T08_VIZILLE SECH_MAR_OMR_160006,7790.0,36.0,1203.0,,27.0,14944,12.71,69.86,0.01,82.57,GAM,160006.0,GS,T08,MAR,OMR
206,AUTO29168,2023-06-13,2023-06-13,,Collecte,ro9qinohi0,SUD_T01_ECH COLL_MAR_OMR_120005,1101.0,590.0,245.0,,53.0,0,1.01,61.3,0.01,62.31,GAM,120005.0,SUD,T01,MAR,OMR
207,AUTO29177,2023-06-13,2023-06-13,,Collecte,tlgnhaw79b,,9221.0,523.0,,,187.0,0,14.94,63.57,0.16,78.51,GAM,,,,,
208,AUTO29169,2023-06-13,2023-06-13,,Collecte,7nHTChwECF,SUD_T04_ECH COLL RD_MAR_OMR_120006,10167.0,4.0,,,156.0,0,13.57,54.84,0.07,68.41,GAM,120006.0,SUD,T04,MAR,OMR
209,AUTO29178,2023-06-13,2023-06-13,,Collecte,u16rgi3exd,,7670.0,393.0,,,34.0,0,13.23,66.22,0.01,79.45,GAM,,,,,
210,AUTO29170,2023-06-13,2023-06-13,2023-06-13,Collecte,1t8IcmYe1z,SUD_T09_IDENTIF_MAR_OMR_120061,11925.0,483.0,,,76.0,16800,10.95,26.92,0.01,37.87,GAM,120061.0,SUD,T09,MAR,OMR
211,AUTO29181,2023-06-13,2023-06-13,,Collecte,72hgb55djb,,0.0,1001.0,4106.0,,,0,0.0,61.64,,61.64,GAM,,,,,
212,AUTO29171,2023-06-13,2023-06-13,2023-06-13,Collecte,ikv5vt40ba,SUD_T MINI_PN GRE ECH CLX PCLX_ MAR_OMR_120067,0.0,,,,,116,0.0,0.61,,0.61,GAM,120067.0,SUD,T MINI, MAR,OMR
213,AUTO29179,2023-06-13,2023-06-13,2023-06-13,Collecte,uqvjh3gzxu,SUD_T10_IDENTIF_LUN_CS_120063,11929.0,244.0,,,165.0,20080,12.29,57.35,0.09,69.64,GAM,120063.0,SUD,T10,LUN,CS
214,AUTO29172,2023-06-13,2023-06-13,,Collecte,a0lou2mbga,SUD_T08_IDENTIF_MAR_OMR_120059,137.0,918.0,1717.0,,137.0,0,0.03,39.88,0.03,39.91,GAM,120059.0,SUD,T08,MAR,OMR
215,AUTO29173,2023-06-13,2023-06-13,,Collecte,ii2vc21row,SUD_T12R_PONT CLAIX EST_MAR_CS P_120049,67.0,401.0,2518.0,,67.0,0,0.03,46.8,0.03,46.83,GAM,120049.0,SUD,T12R,MAR,CS P
216,AUTO29174,2023-06-13,2023-06-13,,Collecte,ikv5vt40ba,SUD_T12_PONT CL EST_MAR_CS_120046,65.0,2088.0,,,65.0,0,0.03,50.82,0.03,50.85,GAM,120046.0,SUD,T12,MAR,CS
217,AUTO29176,2023-06-13,2023-06-13,2023-06-13,Collecte,v8ciubqaen,SUD_T02_ECH GRE COLL_MAR_OMR_120033,0.0,1272.0,,,,14912,0.0,62.31,,62.31,GAM,120033.0,SUD,T02,MAR,OMR
218,AUTO29180,2023-06-13,2023-06-13,,Collecte,7joy6o7022,SUD_T06_CLAIX HT DM BG_MAR_CS_120052,0.0,2021.0,,,,0,0.0,47.9,,47.9,GAM,120052.0,SUD,T06,MAR,CS
219,AUTO29182,2023-06-13,2023-06-13,,Collecte,nczhm372sk,,0.0,1317.0,,,,0,0.0,25.84,,25.84,GAM,,,,,
220,AUTO29183,2023-06-13,2023-06-13,,Transport,Bj5S5eVr9N,,49.0,1565.0,,,49.0,0,0.03,44.49,0.03,44.52,GAM,,,,,
221,AUTO29185,2023-06-13,2023-06-13,2023-06-13,Collecte,57igmhyovd,,104.0,1487.0,,,53.0,3383,0.03,11.14,0.0,11.17,GAM,,,,,
222,AUTO29184,2023-06-13,2023-06-13,,Collecte,nlz4jniqc3,GS_T01 TSUP_ SECH MONT_JEU_OMR_160008,0.0,,,,,0,0.0,0.03,,0.03,GAM,160008.0,GS,T01 TSUP,JEU,OMR
223,AUTO29190,2023-06-13,2023-06-13,,Collecte,dcw2igdtrd,,97.0,884.0,11556.0,,97.0,0,0.05,11.27,0.05,11.32,GAM,,,,,
224,AUTO29186,2023-06-13,2023-06-13,2023-06-13,Collecte PAV,ho0t7l1jay,TEST PAV_1771_LA LUIRE_MER_CS_170005,39.0,60.0,,,39.0,2022,0.03,21.81,0.03,21.84,GAM,170005.0,TEST PAV,1771,MER,CS
225,AUTO29187,2023-06-13,2023-06-13,,Transport,aef992hscu,,332.0,4144.0,399.0,,332.0,0,0.33,98.31,0.33,98.64,GAM,,,,,
226,AUTO29188,2023-06-13,2023-06-13,,Collecte,57igmhyovd,,21.0,,373.0,,21.0,0,0.01,7.91,0.01,7.92,GAM,,,,,
227,AUTO29189,2023-06-13,2023-06-13,,Collecte,cpixtr8npf,,0.0,3718.0,2484.0,,,0,0.0,56.01,,56.01,GAM,,,,,
228,AUTO29192,2023-06-14,2023-06-14,,Collecte,chy6rxpckl,GS_T04_CHPD NDM STBS_MER_OMR,0.0,881.0,2317.0,,,0,0.0,65.66,,65.66,GAM,,GS,T04,MER,OMR
229,AUTO29193,2023-06-14,2023-06-14,2023-06-14,Collecte,87haddx1cc,GS_T03_CHAMP SUR DRAC_MER_OMR,185.0,2887.0,1076.0,,185.0,21223,0.2,39.66,0.2,39.86,GAM,,GS,T03,MER,OMR
230,AUTO29194,2023-06-14,2023-06-14,2023-06-14,Collecte,912yxz768z,GS_TSAV_MAINTENANCE,8721.0,246.0,2086.0,,30.0,18702,15.1,77.36,0.0,92.46,GAM,,GS,TSAV,,
231,AUTO29220,2023-06-14,2023-06-14,,Collecte,o4d9t8p252,,7950.0,1630.0,4257.0,,136.0,0,16.65,31.86,0.12,48.51,GAM,,,,,
232,AUTO29195,2023-06-14,2023-06-14,2023-06-14,Collecte,htl2qtq856,GS_T02_VARCES OUEST ZA_MER_OMR_128014,9838.0,52.0,2087.0,,106.0,19564,13.84,69.74,0.05,83.58,GAM,128014.0,GS,T02,MER,OMR
233,AUTO29428,2023-06-19,2023-06-19,,Collecte,7lqyjw34p3,NO_T08_ST MARTIN LE VI_LUN_CS_143008,12767.0,60.0,,,111.0,0,21.18,40.7,0.09,61.88,GAM,143008.0,NO,T08,LUN,CS
234,AUTO29447,2023-06-19,2023-06-19,2023-06-19,Collecte,zp1g9jrpi1,,259.0,1016.0,624.0,,259.0,18804,0.17,69.76,0.17,69.93,GAM,,,,,
235,AUTO29429,2023-06-19,2023-06-19,2023-06-19,Collecte,qshw7egqjb,NE_T16_GRE BRO VILLEBOIS POT_OMR_LUN JEU_110025,5457.0,339.0,5758.0,,50.0,18374,6.32,19.44,0.01,25.76,GAM,110025.0,NE,T16,OMR,LUN JEU
236,AUTO29430,2023-06-19,2023-06-19,,Collecte,o4d9t8p252,NE_T09_SMH COLLECTIF_LUN_OMR_101015,8602.0,848.0,1016.0,,83.0,0,10.15,40.36,0.02,50.51,GAM,101015.0,NE,T09,LUN,OMR
237,AUTO29450,2023-06-19,2023-06-19,2023-06-19,Collecte,BqsVQSMm80,,499.0,60.0,294.0,,,2225,0.49,4.35,,4.84,GAM,,,,,
238,AUTO29431,2023-06-19,2023-06-19,,Collecte,j364urbaz5,NE_T01_TRONC MEY S2_MAR VEN_CS_110004,13457.0,1383.0,18440.0,,386.0,0,14.94,50.18,0.2,65.12,GAM,110004.0,NE,T01,MAR VEN,CS
239,AUTO29432,2023-06-19,2023-06-19,,Collecte,bba8ef2dvl,NO_T03_SASSENAGE FONT_LUN_CS_130011,11814.0,21.0,,,175.0,0,14.79,23.1,0.16,37.89,GAM,130011.0,NO,T03,LUN,CS
