,CODE,DATE_COLLECTE,DATE_HEURE_DEBUT,DATE_HEURE_FIN,MISSION,IMMAT,LIBELLE_CIRCUIT,TEMPS_D_ACTIVITE,TEMPS_D_ARRET,TEMPS_DE_MOTEUR_OFF,TEMPS_DE_PAUSE,TEMPS_DE_MARCHE_ARRIERE,TEMPS_DE_SERVICE,KM_D_ACTIVITE,KM_DE_HLP,KM_DE_MARCHE_ARRIERE,KM_DE_SERVICE,SOURCE,CODE_CIRCUIT,SECTEUR_CIRCUIT,TOURNEE_CIRCUIT,JOURS_CIRCUIT,FLUX_CIRCUIT
9938,AUTO38201,2023-11-29,2023-11-29,2023-11-29,Collecte,9tcc9i42vm,GS_T07_VIF 2_MER_CS_129016,180.0,117.0,,,180.0,18951,0.11,94.32,0.11,94.43,GAM,129016.0,GS,T07,MER,CS
9939,AUTO38202,2023-11-29,2023-11-29,2023-11-29,Collecte,a4rn5sg8yd,SUD_T12R_PONT CLAIX EST_MER_CS P_120049,8639.0,60.0,,,19.0,13485,12.36,34.82,0.01,47.18,GAM,120049.0,SUD,T12R,MER,CS P
9940,AUTO38203,2023-11-29,2023-11-29,2023-11-29,Collecte,uqvjh3gzxu,SUD_T10_BRIE ANG BRESS_MER_OMR_120001,8759.0,60.0,2334.0,,137.0,15749,17.29,37.89,0.08,55.18,GAM,120001.0,SUD,T10,MER,OMR
9941,AUTO38204,2023-11-29,2023-11-29,2023-11-29,Collecte,j1h4gptjli,GS_T06_VIF 1_MER_CS_129016,10584.0,238.0,,,179.0,18057,22.58,82.07,0.14,104.65,GAM,129016.0,GS,T06,MER,CS
9942,AUTO38205,2023-11-29,2023-11-29,2023-11-29,Collecte,ro9qinohi0,SUD_T01_ZIZA RUI GAL LOG ECH_MER_120056,5067.0,97.0,,,125.0,10389,3.89,38.91,0.06,42.8,GAM,120056.0,SUD,T01,MER,120056
9943,AUTO38206,2023-11-29,2023-11-29,2023-11-29,Collecte,1t8IcmYe1z,SUD_T09_IDENTIF_MER_OMR_120057,9865.0,60.0,1408.0,,49.0,16347,15.92,39.55,0.04,55.47,GAM,120057.0,SUD,T09,MER,OMR
9944,AUTO38004,2023-11-27,2023-11-27,2023-11-27,Collecte,qshw7egqjb,NE_T16_GRE BROC VILLEBOIS POT_LUN JEU_OMR_110025,7117.0,1619.0,497.0,,309.0,18686,7.94,31.15,0.03,39.09,GAM,110025.0,NE,T16,LUN JEU,OMR
9945,AUTO38005,2023-11-27,2023-11-27,2023-11-27,Collecte,g4tx3nrqg0,NO_T14_GRE EAUX C_LUN JEU_CS_151007,0.0,483.0,60.0,,,3918,0.0,12.11,,12.11,GAM,151007.0,NO,T14,LUN JEU,CS
9946,AUTO38006,2023-11-27,2023-11-27,2023-11-27,Collecte,ux94b14wke,NO_T06_ST EGREVE N_LUN JEU_CS_142006,11826.0,515.0,377.0,,63.0,18321,25.9,32.16,0.07,58.06,GAM,142006.0,NO,T06,LUN JEU,CS
9947,AUTO38007,2023-11-27,2023-11-27,2023-11-27,Collecte,912yxz768z,GS_T01_MTCHB STBS CHPG_LUN_OMR,9486.0,199.0,1590.0,,55.0,18483,15.85,58.73,0.03,74.58,GAM,,GS,T01,LUN,OMR
9948,AUTO38008,2023-11-27,2023-11-27,,Collecte,pgf8clwyux,NO_T11_GRE GARE LIBERA_LUN_CS_151008,136.0,1647.0,1385.0,,136.0,0,0.16,36.03,0.16,36.19,GAM,151008.0,NO,T11,LUN,CS
9949,AUTO38009,2023-11-27,2023-11-27,,Collecte,7lqyjw34p3,NO_T08_ST MARTIN LE VI_LUN_CS_143008,14519.0,60.0,,,93.0,0,24.4,41.43,0.06,65.83,GAM,143008.0,NO,T08,LUN,CS
9950,AUTO38011,2023-11-27,2023-11-27,,Collecte,ih6g9vhdlz,NO_T07_ST EGREVE SUD_LUN_CS_142007,472.0,1613.0,436.0,,472.0,0,0.18,80.81,0.18,80.99,GAM,142007.0,NO,T07,LUN,CS
9951,AUTO38010,2023-11-27,2023-11-27,2023-11-27,Collecte,48siz8x96i,NE_T10_GRE HUGO TEISSEIRE_LUN JEU_OMR_110008,4363.0,303.0,446.0,,30.0,12949,5.14,31.43,0.02,36.57,GAM,110008.0,NE,T10,LUN JEU,OMR
9952,AUTO38012,2023-11-27,2023-11-27,,Collecte,claael2j88,NO_T13_GRE CHORIER_LUN JEU_CS_151004,229.0,1302.0,,,229.0,0,0.06,50.6,0.06,50.66,GAM,151004.0,NO,T13,LUN JEU,CS
9953,AUTO38013,2023-11-27,2023-11-27,2023-11-27,Collecte,080o9d41z3,NO_T09_GRE MARTYRS_LUN JEU_CS_151005,10945.0,1279.0,1248.0,,41.0,19178,9.85,35.73,0.03,45.58,GAM,151005.0,NO,T09,LUN JEU,CS
9954,AUTO38015,2023-11-27,2023-11-27,,Collecte,bat8lwethv,NE_T12_GRE REY ABBAYE_LUN JEU_OMR_110007,0.0,3814.0,2697.0,,,0,0.0,28.65,,28.65,GAM,110007.0,NE,T12,LUN JEU,OMR
9955,AUTO38034,2023-11-27,2023-11-27,2023-11-27,Collecte,eiffgae8rm,,1953.0,60.0,,,47.0,2255,3.56,2.55,0.03,6.11,GAM,,,,,
9956,AUTO38017,2023-11-27,2023-11-27,,Collecte,1hx5205tl5,NO_T12_GRE BERRIAT_LUN_CS_151006,0.0,1505.0,2289.0,,,0,0.0,41.16,,41.16,GAM,151006.0,NO,T12,LUN,CS
9957,AUTO38016,2023-11-27,2023-11-27,2023-11-27,Collecte,htl2qtq856,GS_T02_CASERNE VARCES_LUN_OMR_160009,0.0,,,,,14,0.0,0.0,,0.0,GAM,160009.0,GS,T02,LUN,OMR
9958,AUTO38018,2023-11-27,2023-11-27,,Collecte,htl2qtq856,GS_T02_CASERNE VARCES_LUN_OMR_160009,9475.0,306.0,2118.0,,71.0,0,16.78,71.34,0.04,88.12,GAM,160009.0,GS,T02,LUN,OMR
9959,AUTO38020,2023-11-27,2023-11-27,2023-11-27,Collecte,o9wlc4qekx,NE_T01_TRONC MEYS2_LUN JEU_OMR_110004,180.0,1851.0,,,180.0,17165,0.06,31.89,0.06,31.95,GAM,110004.0,NE,T01,LUN JEU,OMR
9960,AUTO38014,2023-11-27,2023-11-27,2023-11-27,Collecte,sx65jiyczg,NE_T02_TRONC MEYav t_LUN_OMR_114002,179.0,1810.0,1131.0,,179.0,15871,0.09,37.67,0.09,37.76,GAM,114002.0,NE,T02,LUN,OMR
9961,AUTO38022,2023-11-27,2023-11-27,,Collecte,xbq43ggoqh,NE_T11_GRE QUAI ILE VERTE_LUN JEU_OMR_110002,4590.0,85.0,2490.0,,139.0,0,4.06,29.88,0.05,33.94,GAM,110002.0,NE,T11,LUN JEU,OMR
9962,AUTO38023,2023-11-27,2023-11-27,,Collecte,3xwgytolne,NO_T16_20EME POLLUEES_LUN_CS P_152000,98.0,981.0,,,98.0,0,0.08,67.75,0.08,67.83,GAM,152000.0,NO,T16,LUN,CS P
9963,AUTO38024,2023-11-27,2023-11-27,,Collecte,uwr44zs7w5,NE_T08_SMH COLLECTIF_LUN_OMR_101014,95.0,1013.0,2655.0,,95.0,0,0.07,33.41,0.07,33.48,GAM,101014.0,NE,T08,LUN,OMR
9964,AUTO38026,2023-11-27,2023-11-27,2023-11-27,Collecte,vhxnkra4on,NE_T15_GRE POULAT CASERNE BONNE_LUN JEU_OMR_110023,7476.0,211.0,,,,12568,6.62,18.6,,25.22,GAM,110023.0,NE,T15,LUN JEU,OMR
9965,AUTO38021,2023-11-27,2023-11-27,2023-11-27,Collecte,vnudajkzk5,NE_T05_SMH COLLECTIF_LUN_OMR_101023,317.0,847.0,393.0,,317.0,11942,0.09,34.73,0.09,34.82,GAM,101023.0,NE,T05,LUN,OMR
9966,AUTO38037,2023-11-27,2023-11-27,2023-11-27,Collecte,57igmhyovd,,48.0,2629.0,253.0,,48.0,13813,0.04,47.06,0.04,47.1,GAM,,,,,
9967,AUTO38025,2023-11-27,2023-11-27,2023-11-27,Collecte,jvdwb1fexp,NE_T17_GRE GRENETTE MALHERBE_LUN_OMR_110006,0.0,60.0,,,,376,0.0,3.19,,3.19,GAM,110006.0,NE,T17,LUN,OMR
9968,AUTO38027,2023-11-27,2023-11-27,,Collecte,9zz5ph3zpi,NE_T13_GRE ST URS HOCHE J ARC_ LUN JEU_OMR_110015,242.0,1928.0,552.0,,242.0,0,0.06,35.08,0.06,35.14,GAM,110015.0,NE,T13, LUN JEU,OMR
9969,AUTO38028,2023-11-27,2023-11-27,,Collecte,37qykhmywu,NE_T06_SMH COLLECTIF_LUN_OMR_101012,81.0,416.0,4510.0,,81.0,0,0.02,29.98,0.02,30.0,GAM,101012.0,NE,T06,LUN,OMR
9970,AUTO38029,2023-11-27,2023-11-27,,Collecte,FnZSedjmt4, TEST NE_T08_SMH COLLECTIF_LUN_OMR_101014 estivale,8158.0,60.0,3245.0,,100.0,0,7.57,29.02,0.07,36.59,GAM,, TEST NE,T08,LUN,OMR
9971,AUTO38030,2023-11-27,2023-11-27,2023-11-27,Collecte,fknz9lrv64,NO_T15_MINI BENNE_LUN_CS_134010,0.0,2131.0,1181.0,,,15046,0.0,59.32,,59.32,GAM,134010.0,NO,T15,LUN,CS
